0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	14.610	5.104	3.996	4.709	2.532	1.928	0.000	0.000	0.000	0.740	4.206	4.331	3.742	4.331	4.331	0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	14.610	0.000	3.662	3.129	3.638	3.028	2.606	0.000	0.000	0.000	1.174	4.813	3.507	4.749	5.335	5.335	1.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	5.104	3.662	0.000	18.284	4.879	3.611	2.948	1.189	0.000	1.133	1.274	6.669	20.007	28.476	7.466	7.466	1.274	0.634	0.000	0.000	1.367	0.000	0.000	0.000	0.000
0.000	3.996	3.129	18.284	0.000	3.581	2.548	2.061	0.000	0.000	0.000	0.000	6.453	20.414	32.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	4.709	3.638	4.879	3.581	0.000	3.724	2.939	1.005	0.000	1.113	1.406	6.822	4.672	5.634	35.029	35.029	1.406	0.810	0.000	0.000	1.198	0.000	0.000	0.000	0.000
0.000	2.532	3.028	3.611	2.548	3.724	0.000	14.616	3.303	4.598	5.795	6.415	4.796	3.583	4.036	4.542	4.542	6.415	3.340	3.554	3.076	6.571	0.000	0.000	0.000	0.000
0.000	1.928	2.606	2.948	2.061	2.939	14.616	0.000	6.826	3.510	6.751	8.157	3.836	2.763	3.214	3.620	3.620	8.157	4.169	4.276	3.920	6.989	0.000	0.000	0.000	0.000
0.000	0.000	0.000	1.189	0.000	1.005	3.303	6.826	0.000	12.756	8.195	10.658	1.421	0.000	0.000	0.000	0.000	10.658	12.404	14.811	11.381	8.738	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	4.598	3.510	12.756	0.000	4.171	5.469	0.000	0.000	0.000	0.000	0.000	5.469	13.447	34.793	12.196	4.473	0.000	0.000	0.000	0.000
0.000	0.000	0.000	1.133	0.000	1.133	5.795	6.751	8.195	4.171	0.000	9.880	1.536	0.000	0.000	0.000	0.000	9.880	4.943	5.097	4.606	23.067	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.326	35.188	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	22.958	18.264	3.774	2.722	3.843	2.555	2.079	0.000	0.000	0.000	0.000	4.952	3.136	3.551	4.709	4.709	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.200	0.000
